select month(from_unixtime(unix_timestamp(CRASH_DATETIME_UTC, "yyyy-MM-dd'T'HH:mm:ss.SSS'Z'"))) as month, hour(from_unixtime(unix_timestamp(CRASH_DATETIME_UTC, "yyyy-MM-dd'T'HH:mm:ss.SSS'Z'"))) as hour, count(*) as total from crash_vehicle group by month(from_unixtime(unix_timestamp(CRASH_DATETIME_UTC, "yyyy-MM-dd'T'HH:mm:ss.SSS'Z'"))), hour(from_unixtime(unix_timestamp(CRASH_DATETIME_UTC, "yyyy-MM-dd'T'HH:mm:ss.SSS'Z'")))  order by month, hour;



10      ,       16      ,       3870
10      ,       17      ,       4764
10      ,       18      ,       4335
10      ,       19      ,       4623
10      ,       20      ,       6750
10      ,       21      ,       6322
10      ,       22      ,       5631
10      ,       23      ,       3560
11      ,       0       ,       6034
11      ,       1       ,       3447
11      ,       2       ,       2514
11      ,       3       ,       2200
11      ,       4       ,       1727
11      ,       5       ,       1386
11      ,       6       ,       1266
11      ,       7       ,       1003
11      ,       8       ,       986
11      ,       9       ,       694
11      ,       10      ,       852
11      ,       11      ,       1525
11      ,       12      ,       3034
11      ,       13      ,       4313
11      ,       14      ,       3620
11      ,       15      ,       2850
11      ,       16      ,       3178
11      ,       17      ,       3910
11      ,       18      ,       4212
11      ,       19      ,       3856
11      ,       20      ,       4627
11      ,       21      ,       5958
11      ,       22      ,       5358
11      ,       23      ,       9105
12      ,       0       ,       5243
12      ,       1       ,       3086
12      ,       2       ,       2359
12      ,       3       ,       2127
12      ,       4       ,       1696
12      ,       5       ,       1434
12      ,       6       ,       1339
12      ,       7       ,       1059
12      ,       8       ,       1111
12      ,       9       ,       720
12      ,       10      ,       741
12      ,       11      ,       1201
12      ,       12      ,       2495
12      ,       13      ,       4383
12      ,       14      ,       4971
12      ,       15      ,       4104
12      ,       16      ,       4815
12      ,       17      ,       5603
12      ,       18      ,       6143
12      ,       19      ,       5339
12      ,       20      ,       5653
12      ,       21      ,       6945
12      ,       22      ,       6046
12      ,       23      ,       8656
