Date,Twitter Profile,Followers,Net Follower Growth,Following,Net Following Growth,Published Posts,Impressions,Video Views,Engagements,Likes,@Replies,Retweets,Post Link Clicks,Other Post Clicks,Other Engagements,Engagement Rate (per Impression)
11-12-2018,@kumandgo,"18,424",6,"6,171",0,9,206,0,16,4,3,0,0,9,0,7.8%
11-13-2018,@kumandgo,"18,425",1,"6,171",0,3,162,0,5,1,0,0,0,4,0,3.1%
11-14-2018,@kumandgo,"18,425",0,"6,171",0,4,670,0,99,21,1,1,0,76,0,14.8%
11-15-2018,@kumandgo,"18,421",-4,"6,170",-1,2,583,0,68,14,1,2,0,51,0,11.7%
11-16-2018,@kumandgo,"18,422",1,"6,169",-1,4,398,0,50,5,0,2,0,43,0,12.6%
11-17-2018,@kumandgo,"18,424",2,"6,169",0,0,121,0,3,0,0,0,0,3,0,2.5%
11-18-2018,@kumandgo,"18,418",-6,"6,169",0,0,78,0,2,1,0,0,0,1,0,2.6%
11-19-2018,@kumandgo,"18,419",1,"6,169",0,3,189,0,4,2,0,1,0,1,0,2.1%
11-20-2018,@kumandgo,"18,419",0,"6,169",0,1,"1,347",0,43,3,0,0,0,40,0,3.2%
11-21-2018,@kumandgo,"18,424",5,"6,168",-1,2,291,0,14,2,1,0,0,11,0,4.8%
11-22-2018,@kumandgo,"18,423",-1,"6,169",1,0,106,0,4,1,0,0,0,3,0,3.8%
11-23-2018,@kumandgo,"18,424",1,"6,168",-1,0,121,0,9,0,0,0,0,9,0,7.4%
11-24-2018,@kumandgo,"18,420",-4,"6,169",1,0,63,0,3,0,0,0,0,3,0,4.8%
11-25-2018,@kumandgo,"18,423",3,"6,169",0,0,197,0,5,0,0,0,0,5,0,2.5%
11-26-2018,@kumandgo,"18,426",3,"6,169",0,5,88,0,10,0,0,0,0,10,0,11.4%
11-27-2018,@kumandgo,"18,423",-3,"6,167",-2,3,158,0,37,2,0,0,0,35,0,23.4%
11-28-2018,@kumandgo,"18,424",1,"6,167",0,2,287,0,20,4,0,0,0,16,0,7%
11-29-2018,@kumandgo,"18,423",-1,"6,167",0,1,6,0,7,1,0,0,0,6,0,116.7%
11-30-2018,@kumandgo,"18,424",1,"6,167",0,3,148,7,17,5,0,1,0,11,0,11.5%
12-01-2018,@kumandgo,"18,420",-4,"6,163",-4,1,25,0,1,0,1,0,0,0,0,4%
12-02-2018,@kumandgo,"18,424",4,"6,165",2,0,13,0,0,0,0,0,0,0,0,0%
12-03-2018,@kumandgo,"18,428",4,"6,163",-2,7,151,0,17,5,0,0,0,12,0,11.3%
12-04-2018,@kumandgo,"18,439",11,"6,163",0,0,59,0,3,0,0,0,0,3,0,5.1%
12-05-2018,@kumandgo,"18,441",2,"6,163",0,3,113,0,2,0,0,0,0,2,0,1.8%
12-06-2018,@kumandgo,"18,442",1,"6,162",-1,8,"1,419",0,64,18,3,2,1,40,0,4.5%
12-07-2018,@kumandgo,"18,442",0,"6,163",1,5,"1,919",0,121,36,2,11,3,69,0,6.3%
12-08-2018,@kumandgo,"18,441",-1,"6,163",0,0,288,0,19,0,0,0,0,19,0,6.6%
12-09-2018,@kumandgo,"18,438",-3,"6,163",0,0,110,0,5,0,1,0,0,4,0,4.5%
12-10-2018,@kumandgo,"18,435",-3,"6,162",-1,1,"1,177",0,29,21,0,1,0,7,0,2.5%
12-11-2018,@kumandgo,"18,435",0,"6,162",0,0,548,0,11,9,0,0,0,2,0,2%
12-12-2018,@kumandgo,"18,431",-4,"6,161",-1,3,"1,200",0,8,0,1,0,0,7,0,0.7%
12-13-2018,@kumandgo,"18,435",4,"6,161",0,7,702,0,31,4,3,1,0,23,0,4.4%
12-14-2018,@kumandgo,"18,435",0,"6,161",0,7,540,0,23,3,2,0,0,18,0,4.3%
12-15-2018,@kumandgo,"18,435",0,"6,161",0,0,216,0,1,1,0,0,0,0,0,0.5%
12-16-2018,@kumandgo,"18,437",2,"6,159",-2,0,595,0,100,0,0,0,0,100,0,16.8%
12-17-2018,@kumandgo,"18,437",0,"6,161",2,7,"1,500",0,22,4,0,2,0,16,0,1.5%
12-18-2018,@kumandgo,"18,440",3,"6,160",-1,5,906,0,47,14,1,2,0,30,0,5.2%
12-19-2018,@kumandgo,"18,441",1,"6,159",-1,1,484,0,20,2,0,0,0,18,0,4.1%
12-20-2018,@kumandgo,"18,439",-2,"6,157",-2,6,"2,360",0,36,3,1,0,0,32,0,1.5%
12-21-2018,@kumandgo,"18,436",-3,"6,158",1,1,351,0,12,2,0,0,0,10,0,3.4%
12-22-2018,@kumandgo,"18,439",3,"6,159",1,0,192,0,7,0,0,0,0,7,0,3.6%
12-23-2018,@kumandgo,"18,439",0,"6,159",0,0,161,0,3,0,0,0,0,3,0,1.9%
12-24-2018,@kumandgo,"18,437",-2,"6,159",0,0,319,0,0,0,0,0,0,0,0,0%
12-25-2018,@kumandgo,"18,438",1,"6,159",0,0,268,0,6,1,0,0,0,5,0,2.2%
12-26-2018,@kumandgo,"18,435",-3,"6,158",-1,9,347,0,10,0,2,0,0,8,0,2.9%
12-27-2018,@kumandgo,"18,432",-3,"6,157",-1,1,343,0,16,1,0,-1,0,16,0,4.7%
12-28-2018,@kumandgo,"18,435",3,"6,156",-1,5,349,0,46,11,1,2,0,32,0,13.2%
12-29-2018,@kumandgo,"18,432",-3,"6,156",0,0,0,0,0,0,0,0,0,0,0,
12-30-2018,@kumandgo,"18,433",1,"6,156",0,0,0,0,0,0,0,0,0,0,0,
12-31-2018,@kumandgo,"18,430",-3,"6,155",-1,0,0,0,0,0,0,0,0,0,0,
01-01-2019,@kumandgo,"18,429",-1,"6,156",1,0,0,0,0,0,0,0,0,0,0,
01-02-2019,@kumandgo,"18,429",0,"6,154",-2,4,99,0,4,2,0,0,0,2,0,4%
01-03-2019,@kumandgo,"18,427",-2,"6,154",0,4,224,0,3,1,1,0,0,1,0,1.3%
01-04-2019,@kumandgo,"18,430",3,"6,154",0,3,73,0,9,1,0,0,0,8,0,12.3%
01-05-2019,@kumandgo,"18,428",-2,"6,154",0,0,26,0,0,0,0,0,0,0,0,0%
01-06-2019,@kumandgo,"18,428",0,"6,153",-1,0,31,0,1,1,0,0,0,0,0,3.2%
01-07-2019,@kumandgo,"18,436",8,"6,154",1,4,64,0,9,1,1,1,0,6,0,14.1%
01-08-2019,@kumandgo,"18,433",-3,"6,154",0,5,187,7,22,2,1,0,0,19,0,11.8%
01-09-2019,@kumandgo,"18,436",3,"6,154",0,3,"1,476",2,14,1,1,0,0,12,0,0.9%
01-10-2019,@kumandgo,"18,437",1,"6,153",-1,2,78,0,4,1,1,0,0,2,0,5.1%
01-11-2019,@kumandgo,"18,436",-1,"6,152",-1,2,93,0,7,2,2,1,0,2,0,7.5%
01-12-2019,@kumandgo,"18,435",-1,"6,151",-1,0,149,1,22,0,0,0,0,22,0,14.8%
01-13-2019,@kumandgo,"18,432",-3,"6,149",-2,0,43,0,3,0,0,0,0,3,0,7%
01-14-2019,@kumandgo,"18,430",-2,"6,149",0,1,"1,053",3,1,0,0,0,0,1,0,0.1%
01-15-2019,@kumandgo,"18,436",6,"6,149",0,8,282,1,24,5,4,0,0,15,0,8.5%
01-16-2019,@kumandgo,"18,437",1,"6,148",-1,4,996,1,31,15,2,1,0,13,0,3.1%
01-17-2019,@kumandgo,"18,434",-3,"6,148",0,2,628,1,38,11,0,1,1,25,0,6.1%
01-18-2019,@kumandgo,"18,435",1,"6,147",-1,8,"1,726",207,47,23,2,0,0,22,0,2.7%
01-19-2019,@kumandgo,"18,430",-5,"6,147",0,0,514,77,15,7,0,0,0,8,0,2.9%
01-20-2019,@kumandgo,"18,430",0,"6,147",0,0,216,15,3,2,0,0,0,1,0,1.4%
01-21-2019,@kumandgo,"18,430",0,"6,145",-2,8,"1,275",6,37,9,3,1,0,24,0,2.9%
01-22-2019,@kumandgo,"18,422",-8,"6,144",-1,2,965,5,25,5,2,2,0,16,0,2.6%
01-23-2019,@kumandgo,"18,421",-1,"6,143",-1,2,"2,152",3,169,51,0,8,0,110,0,7.9%
01-24-2019,@kumandgo,"18,426",5,"6,142",-1,3,"2,354",3,159,32,0,5,1,121,0,6.8%
01-25-2019,@kumandgo,"18,429",3,"6,142",0,16,"1,355",2,40,10,0,4,0,26,0,3%
01-26-2019,@kumandgo,"18,427",-2,"6,142",0,0,611,7,24,2,0,0,1,21,0,3.9%
01-27-2019,@kumandgo,"18,430",3,"6,143",1,0,439,0,4,3,0,0,0,1,0,0.9%
01-28-2019,@kumandgo,"18,425",-5,"6,142",-1,8,"1,655",2,32,19,0,0,1,12,0,1.9%
01-29-2019,@kumandgo,"18,422",-3,"6,142",0,2,35,0,11,2,0,0,0,9,0,31.4%
01-30-2019,@kumandgo,"18,412",-10,"6,141",-1,6,"1,167",0,26,12,0,0,0,14,0,2.2%
01-31-2019,@kumandgo,"18,413",1,"6,141",0,6,614,0,14,5,1,0,0,8,0,2.3%
02-01-2019,@kumandgo,"18,413",0,"6,140",-1,4,"1,034",0,66,37,0,4,0,25,0,6.4%
02-02-2019,@kumandgo,"18,412",-1,"6,139",-1,1,"1,559",185,44,32,0,2,0,10,0,2.8%
02-03-2019,@kumandgo,"18,414",2,"6,139",0,1,"1,431",118,42,21,1,4,0,16,0,2.9%
02-04-2019,@kumandgo,"18,407",-7,"6,136",-3,8,"2,041",170,45,24,5,1,0,15,0,2.2%
02-05-2019,@kumandgo,"18,402",-5,"6,133",-3,8,"1,597",61,27,8,3,1,0,15,0,1.7%
02-06-2019,@kumandgo,"18,402",0,"6,135",2,4,684,16,30,6,3,1,0,20,0,4.4%
02-07-2019,@kumandgo,"18,399",-3,"6,135",0,7,"2,351",9,15,6,0,2,0,7,0,0.6%
02-08-2019,@kumandgo,"18,397",-2,"6,134",-1,4,"1,297",8,17,3,2,0,0,12,0,1.3%
02-09-2019,@kumandgo,"18,404",7,"6,134",0,1,"1,290",5,44,7,2,3,0,14,18,3.4%
02-10-2019,@kumandgo,"18,408",4,"6,135",1,0,497,8,21,1,1,0,0,15,4,4.2%
02-11-2019,@kumandgo,"18,406",-2,"6,135",0,17,"1,639",2,35,18,5,0,0,12,0,2.1%
02-12-2019,@kumandgo,"18,405",-1,"6,134",-1,1,966,3,13,5,0,0,0,8,0,1.3%
02-13-2019,@kumandgo,"18,407",2,"6,134",0,5,"3,682",2,54,12,5,0,0,37,0,1.5%
02-14-2019,@kumandgo,"18,406",-1,"6,134",0,10,"2,290",103,30,18,3,0,0,9,0,1.3%
02-15-2019,@kumandgo,"18,406",0,"6,134",0,2,"1,646",37,35,4,1,1,0,29,0,2.1%
02-16-2019,@kumandgo,"18,407",1,"6,134",0,1,"1,915",91,8,2,1,0,1,4,0,0.4%
02-17-2019,@kumandgo,"18,403",-4,"6,132",-2,0,"3,971",19,1,0,0,0,1,0,0,0%
02-18-2019,@kumandgo,"18,402",-1,"6,131",-1,8,"2,277",4,41,8,2,0,0,31,0,1.8%
02-19-2019,@kumandgo,"18,404",2,"6,131",0,2,"2,243",7,11,2,2,1,1,5,0,0.5%
02-20-2019,@kumandgo,"18,398",-6,"6,131",0,15,"1,840",5,30,10,5,1,0,14,0,1.6%
02-21-2019,@kumandgo,"18,400",2,"6,131",0,5,"2,452",173,12,6,2,2,0,2,0,0.5%
02-22-2019,@kumandgo,"18,403",3,"6,131",0,5,"1,749",26,26,6,1,4,0,15,0,1.5%
02-23-2019,@kumandgo,"18,403",0,"6,131",0,0,"1,191",33,6,0,1,0,0,5,0,0.5%
02-24-2019,@kumandgo,"18,403",0,"6,129",-2,1,"1,624",150,6,0,0,0,2,4,0,0.4%
02-25-2019,@kumandgo,"18,408",5,"6,129",0,9,"1,757",28,31,10,0,1,0,20,0,1.8%
02-26-2019,@kumandgo,"18,405",-3,"6,129",0,15,"4,272",10,99,14,5,4,1,53,22,2.3%
02-27-2019,@kumandgo,"18,406",1,"6,130",1,1,"2,886",20,63,10,2,0,0,47,4,2.2%
02-28-2019,@kumandgo,"18,404",-2,"6,130",0,18,"5,193",9,131,34,4,0,0,91,2,2.5%
03-01-2019,@kumandgo,"18,402",-2,"6,130",0,7,121,7,41,11,4,0,0,26,0,33.9%
03-02-2019,@kumandgo,"18,403",1,"6,129",-1,0,66,4,6,2,0,0,0,4,0,9.1%
03-03-2019,@kumandgo,"18,403",0,"6,129",0,3,"2,709",1,46,26,2,0,0,18,0,1.7%
03-04-2019,@kumandgo,"18,408",5,"6,128",-1,27,"2,577",22,94,31,7,3,1,52,0,3.6%
03-05-2019,@kumandgo,"18,408",0,"6,129",1,9,"1,062",5,43,10,5,-1,0,29,0,4%
03-06-2019,@kumandgo,"18,407",-1,"6,129",0,1,"2,245",1,8,3,0,0,2,3,0,0.4%
03-07-2019,@kumandgo,"18,413",6,"6,128",-1,8,"2,873",0,68,18,2,5,11,32,0,2.4%
03-08-2019,@kumandgo,"18,412",-1,"6,128",0,17,"4,651",0,112,22,3,5,9,73,0,2.4%
03-09-2019,@kumandgo,"18,417",5,"6,128",0,0,"1,375",0,30,11,1,0,0,18,0,2.2%
03-10-2019,@kumandgo,"18,417",0,"6,128",0,12,"1,317",2,32,11,2,2,0,17,0,2.4%
03-11-2019,@kumandgo,"18,418",1,"6,128",0,10,"3,544",5,89,11,2,1,2,73,0,2.5%
03-12-2019,@kumandgo,"18,415",-3,"6,128",0,7,"1,738",2,58,9,2,0,8,39,0,3.3%
03-13-2019,@kumandgo,"18,417",2,"6,128",0,8,"1,736",6,71,11,0,1,2,57,0,4.1%
03-14-2019,@kumandgo,"18,419",2,"6,128",0,13,"2,507",1,96,29,2,5,3,57,0,3.8%
03-15-2019,@kumandgo,"18,421",2,"6,129",1,12,"3,405",0,71,27,6,1,0,37,0,2.1%
03-16-2019,@kumandgo,"18,421",0,"6,128",-1,1,"2,532",208,50,18,3,1,3,25,0,2%
03-17-2019,@kumandgo,"18,421",0,"6,128",0,10,"2,060",37,54,11,6,3,7,27,0,2.6%
03-18-2019,@kumandgo,"18,422",1,"6,126",-2,3,"2,335",16,42,12,0,2,1,27,0,1.8%
03-19-2019,@kumandgo,"18,419",-3,"6,126",0,0,995,8,13,5,1,1,0,6,0,1.3%
03-20-2019,@kumandgo,"18,418",-1,"6,126",0,9,"1,414",12,57,14,2,1,0,40,0,4%
03-21-2019,@kumandgo,"18,427",9,"6,126",0,8,"2,879",19,41,7,2,2,0,30,0,1.4%
03-22-2019,@kumandgo,"18,437",10,"6,126",0,13,"4,907",15,205,35,4,6,7,153,0,4.2%
03-23-2019,@kumandgo,"18,436",-1,"6,125",-1,1,"2,916",2,60,13,0,0,1,46,0,2.1%
03-24-2019,@kumandgo,"18,438",2,"6,126",1,0,"1,355",1,15,1,0,0,0,14,0,1.1%
03-25-2019,@kumandgo,"18,437",-1,"6,126",0,7,"2,062",162,50,10,2,1,0,37,0,2.4%
03-26-2019,@kumandgo,"18,438",1,"6,127",1,21,"4,534",69,206,41,7,13,0,145,0,4.5%
03-27-2019,@kumandgo,"18,439",1,"6,126",-1,7,"4,110",157,120,23,1,1,7,88,0,2.9%
03-28-2019,@kumandgo,"18,442",3,"6,124",-2,6,"1,891",63,80,12,2,2,0,64,0,4.2%
03-29-2019,@kumandgo,"18,445",3,"6,124",0,6,153,0,14,6,2,1,0,5,0,9.2%
03-30-2019,@kumandgo,"18,445",0,"6,124",0,0,39,0,3,0,0,0,0,3,0,7.7%
03-31-2019,@kumandgo,"18,446",1,"6,123",-1,0,30,0,3,0,0,0,0,3,0,10%
04-01-2019,@kumandgo,"18,447",1,"6,120",-3,10,779,10,22,7,1,1,0,13,0,2.8%
04-02-2019,@kumandgo,"18,449",2,"6,120",0,9,"1,138",4,38,9,1,1,2,25,0,3.3%
04-03-2019,@kumandgo,"18,449",0,"6,120",0,10,"2,290",102,36,12,3,1,0,20,0,1.6%
04-04-2019,@kumandgo,"18,456",7,"6,120",0,16,"1,835",24,48,17,7,3,0,21,0,2.6%
04-05-2019,@kumandgo,"18,453",-3,"6,120",0,6,"2,739",6,24,6,1,0,0,17,0,0.9%
04-06-2019,@kumandgo,"18,455",2,"6,120",0,0,356,2,3,0,0,0,0,3,0,0.8%
04-07-2019,@kumandgo,"18,454",-1,"6,119",-1,0,370,1,2,0,0,0,0,2,0,0.5%
04-08-2019,@kumandgo,"18,456",2,"6,119",0,10,655,6,19,7,1,1,0,10,0,2.9%
04-09-2019,@kumandgo,"18,456",0,"6,118",-1,8,895,4,34,5,1,1,0,27,0,3.8%
04-10-2019,@kumandgo,"18,452",-4,"6,118",0,7,"1,500",2,35,6,1,0,1,27,0,2.3%
04-11-2019,@kumandgo,"18,449",-3,"6,104",-14,11,"3,515",6,120,32,1,3,3,81,0,3.4%
04-12-2019,@kumandgo,"18,452",3,"6,094",-10,4,"2,182",32,45,18,1,1,1,24,0,2.1%
04-13-2019,@kumandgo,"18,453",1,"6,094",0,1,"3,057",8,62,13,0,5,0,44,0,2%
04-14-2019,@kumandgo,"18,454",1,"6,091",-3,0,"1,474",2,7,0,0,0,0,7,0,0.5%
04-15-2019,@kumandgo,"18,454",0,"6,091",0,6,"1,499",3,11,2,0,0,0,9,0,0.7%
04-16-2019,@kumandgo,"18,454",0,"6,091",0,12,"5,038",47,153,32,5,4,0,112,0,3%
04-17-2019,@kumandgo,"18,454",0,"6,058",-33,9,"6,687",27,336,40,11,3,3,279,0,5%
04-18-2019,@kumandgo,"18,476",22,"6,042",-16,16,"15,448",113,566,65,15,7,6,443,30,3.7%
04-19-2019,@kumandgo,"18,480",4,"5,945",-97,12,"14,126",183,693,76,9,8,15,584,1,4.9%
04-20-2019,@kumandgo,"18,479",-1,"5,799",-146,6,"9,694",300,328,36,8,2,0,282,0,3.4%
04-21-2019,@kumandgo,"18,483",4,"5,690",-109,1,"4,575",56,93,13,3,0,0,77,0,2%
04-22-2019,@kumandgo,"18,482",-1,"5,598",-92,27,"15,342",78,579,80,21,9,13,456,0,3.8%
04-23-2019,@kumandgo,"18,489",7,"5,580",-18,6,"12,651",81,542,35,11,3,14,479,0,4.3%
04-24-2019,@kumandgo,"18,498",9,"5,577",-3,3,"18,371",32,609,121,10,26,142,308,2,3.3%
04-25-2019,@kumandgo,"18,504",6,"5,569",-8,10,"14,612",53,446,89,2,10,20,325,0,3.1%
04-26-2019,@kumandgo,"18,508",4,"5,570",1,8,"10,510",168,402,57,3,7,50,285,0,3.8%
04-27-2019,@kumandgo,"18,507",-1,"5,570",0,2,"2,928",41,174,14,2,0,13,145,0,5.9%
04-28-2019,@kumandgo,"18,509",2,"5,566",-4,1,"3,316",9,87,6,0,1,4,76,0,2.6%
04-29-2019,@kumandgo,"18,505",-4,"5,561",-5,4,"3,373",307,90,25,3,1,1,60,0,2.7%
04-30-2019,@kumandgo,"18,503",-2,"5,559",-2,3,"4,878",58,136,47,0,7,2,80,0,2.8%
05-01-2019,@kumandgo,"18,504",1,"5,552",-7,8,"4,221",261,171,44,7,9,0,111,0,4.1%
05-02-2019,@kumandgo,"18,508",4,"5,544",-8,1,"6,008",110,342,84,8,8,2,240,0,5.7%
05-03-2019,@kumandgo,"18,511",3,"5,375",-169,8,"5,507",36,220,24,7,3,13,173,0,4%
05-04-2019,@kumandgo,"18,509",-2,"5,338",-37,4,"5,069",23,119,29,3,9,5,73,0,2.3%
05-05-2019,@kumandgo,"18,512",3,"5,328",-10,1,"3,164",6,72,16,2,9,0,45,0,2.3%
05-06-2019,@kumandgo,"18,508",-4,"5,326",-2,6,"22,080",24,"1,000",205,1,37,15,742,0,4.5%
05-07-2019,@kumandgo,"18,507",-1,"5,313",-13,5,"11,706",54,373,68,6,13,10,276,0,3.2%
05-08-2019,@kumandgo,"18,530",23,"4,468",-845,7,"100,777",36,"3,550","1,489",10,234,12,"1,805",0,3.5%
05-09-2019,@kumandgo,"18,740",210,"4,406",-62,6,"1,778,559",231,"92,271","32,794",48,"3,364",96,"55,968",1,5.2%
05-10-2019,@kumandgo,"18,855",115,"4,388",-18,4,"1,183,629",133,"47,616","18,669",23,"1,763",292,"26,869",0,4%
05-11-2019,@kumandgo,"18,856",1,"4,372",-16,2,"101,092",14,"3,415",800,2,110,33,"2,470",0,3.4%
05-12-2019,@kumandgo,"18,860",4,"4,318",-54,2,"43,922",7,"1,209",208,3,18,12,968,0,2.8%
05-13-2019,@kumandgo,"18,861",1,"4,297",-21,3,"34,625",28,870,133,1,22,6,708,0,2.5%
05-14-2019,@kumandgo,"18,858",-3,"4,264",-33,5,"25,450",77,505,90,2,7,2,404,0,2%
05-15-2019,@kumandgo,"18,860",2,"4,236",-28,5,"22,081",21,527,67,3,5,15,437,0,2.4%
05-16-2019,@kumandgo,"18,870",10,"4,180",-56,5,"26,085",30,638,144,5,16,9,464,0,2.4%
05-17-2019,@kumandgo,"18,880",10,"3,459",-721,4,"24,176",52,415,98,2,5,5,305,0,1.7%
05-18-2019,@kumandgo,"18,886",6,"3,438",-21,3,"19,112",106,412,98,2,14,5,293,0,2.2%
05-19-2019,@kumandgo,"18,884",-2,"3,395",-43,2,"12,365",8,190,20,1,-1,3,167,0,1.5%
05-20-2019,@kumandgo,"18,890",6,"2,996",-399,3,"10,249",73,176,23,1,1,2,149,0,1.7%
05-21-2019,@kumandgo,"18,885",-5,"2,304",-692,5,"13,592",71,369,49,2,-1,3,316,0,2.7%
05-22-2019,@kumandgo,"18,885",0,"1,938",-366,3,"11,975",21,416,52,1,6,7,350,0,3.5%
